timestamp,open,high,low,close,volume,source,symbol,data_type
2024-08-01T00:00:00Z,3233.31,3243.0,3214.36,3235.43,547874.5999999999,okx,ETHUSDT,futures
2024-08-01T01:00:00Z,3235.41,3238.9,3190.02,3211.84,1176954.0999999996,okx,ETHUSDT,futures
2024-08-01T02:00:00Z,3211.84,3214.15,3177.0,3198.42,930531.4,okx,ETHUSDT,futures
2024-08-01T03:00:00Z,3198.41,3198.41,3171.74,3178.9,607954.1999999998,okx,ETHUSDT,futures
2024-08-01T04:00:00Z,3178.9,3190.14,3139.12,3147.98,1317029.7999999998,okx,ETHUSDT,futures
2024-08-01T05:00:00Z,3147.97,3185.0,3136.0,3184.99,1020413.7000000002,okx,ETHUSDT,futures
2024-08-01T06:00:00Z,3185.0,3185.0,3163.52,3168.16,523167.2000000001,okx,ETHUSDT,futures
2024-08-01T07:00:00Z,3168.17,3180.5,3164.41,3166.64,363136.20000000007,okx,ETHUSDT,futures
2024-08-01T08:00:00Z,3166.64,3184.91,3165.45,3184.49,329430.3000000001,okx,ETHUSDT,futures
2024-08-01T09:00:00Z,3184.49,3194.41,3179.2,3180.29,397573.89999999997,okx,ETHUSDT,futures
2024-08-01T10:00:00Z,3180.29,3192.85,3176.23,3190.64,244857.79999999993,okx,ETHUSDT,futures
2024-08-01T11:00:00Z,3190.62,3194.29,3183.74,3188.44,338890.8,okx,ETHUSDT,futures
2024-08-01T12:00:00Z,3188.45,3207.6,3186.72,3196.72,621127.7999999998,okx,ETHUSDT,futures
2024-08-01T13:00:00Z,3196.73,3200.15,3173.77,3183.9,770752.3999999999,okx,ETHUSDT,futures
2024-08-01T14:00:00Z,3183.9,3188.06,3142.99,3142.99,969148.9,okx,ETHUSDT,futures
2024-08-01T15:00:00Z,3142.99,3146.56,3102.0,3116.68,2609175.400000001,okx,ETHUSDT,futures
2024-08-01T16:00:00Z,3116.68,3124.0,3090.91,3107.54,1442605.6,okx,ETHUSDT,futures
2024-08-01T17:00:00Z,3107.54,3121.2,3090.11,3119.96,948942.2,okx,ETHUSDT,futures
2024-08-01T18:00:00Z,3119.97,3121.95,3080.01,3092.15,1127361.6,okx,ETHUSDT,futures
2024-08-01T19:00:00Z,3092.15,3135.93,3090.07,3131.63,675697.6000000001,okx,ETHUSDT,futures
2024-08-01T20:00:00Z,3131.61,3172.22,3121.36,3171.43,967748.3999999999,okx,ETHUSDT,futures
2024-08-01T21:00:00Z,3171.44,3185.98,3158.07,3176.56,526918.1999999998,okx,ETHUSDT,futures
2024-08-01T22:00:00Z,3176.57,3219.27,3173.04,3209.54,1130738.6000000003,okx,ETHUSDT,futures
2024-08-01T23:00:00Z,3209.54,3216.35,3198.97,3203.52,484766.2000000001,okx,ETHUSDT,futures
2024-08-02T00:00:00Z,3203.52,3218.43,3194.2,3194.2,433270.9000000001,okx,ETHUSDT,futures
2024-08-02T01:00:00Z,3194.2,3194.42,3168.3,3173.69,709721.7000000002,okx,ETHUSDT,futures
2024-08-02T02:00:00Z,3173.68,3184.48,3136.32,3159.68,1028440.1,okx,ETHUSDT,futures
2024-08-02T03:00:00Z,3159.69,3171.3,3150.42,3168.24,401868.7999999999,okx,ETHUSDT,futures
2024-08-02T04:00:00Z,3168.24,3176.27,3162.0,3168.42,257128.1,okx,ETHUSDT,futures
2024-08-02T05:00:00Z,3168.42,3169.0,3142.0,3148.76,532926.7999999999,okx,ETHUSDT,futures
2024-08-02T06:00:00Z,3148.76,3165.81,3126.97,3155.68,849635.8,okx,ETHUSDT,futures
2024-08-02T07:00:00Z,3155.68,3158.55,3137.21,3147.1,406060.90000000014,okx,ETHUSDT,futures
2024-08-02T08:00:00Z,3147.1,3159.75,3134.74,3159.75,463318.10000000003,okx,ETHUSDT,futures
2024-08-02T09:00:00Z,3159.74,3163.0,3149.58,3152.8,257385.49999999997,okx,ETHUSDT,futures
2024-08-02T10:00:00Z,3152.8,3164.78,3145.0,3159.25,317530.00000000006,okx,ETHUSDT,futures
2024-08-02T11:00:00Z,3159.25,3167.65,3152.12,3153.74,324483.39999999997,okx,ETHUSDT,futures
2024-08-02T12:00:00Z,3153.73,3161.11,3110.0,3154.43,1496218.5999999999,okx,ETHUSDT,futures
2024-08-02T13:00:00Z,3154.42,3183.51,3142.08,3160.68,1155203.3000000005,okx,ETHUSDT,futures
2024-08-02T14:00:00Z,3160.69,3166.6,3031.2,3038.03,3467427.700000001,okx,ETHUSDT,futures
2024-08-02T15:00:00Z,3038.04,3046.78,2984.4,3038.65,3884187.8000000007,okx,ETHUSDT,futures
2024-08-02T16:00:00Z,3038.66,3048.79,3016.56,3027.3,1157802.2999999996,okx,ETHUSDT,futures
2024-08-02T17:00:00Z,3027.39,3043.0,3016.8,3025.91,678172.6000000001,okx,ETHUSDT,futures
2024-08-02T18:00:00Z,3025.9,3034.84,3005.26,3015.25,568337.8999999999,okx,ETHUSDT,futures
2024-08-02T19:00:00Z,3015.24,3024.36,2993.55,3012.21,706988.1,okx,ETHUSDT,futures
2024-08-02T20:00:00Z,3012.38,3042.0,2987.41,3020.48,1048860.0,okx,ETHUSDT,futures
2024-08-02T21:00:00Z,3020.48,3020.99,2968.0,3004.15,1410363.9000000004,okx,ETHUSDT,futures
2024-08-02T22:00:00Z,3004.15,3009.84,2971.16,2979.16,674177.2000000001,okx,ETHUSDT,futures
2024-08-02T23:00:00Z,2979.17,3000.62,2970.13,2990.01,653209.5,okx,ETHUSDT,futures
2024-08-03T00:00:00Z,2990.01,3004.4,2941.37,2962.54,1117934.8,okx,ETHUSDT,futures
2024-08-03T01:00:00Z,2962.88,2967.55,2913.4,2956.33,1922339.0999999999,okx,ETHUSDT,futures
2024-08-03T02:00:00Z,2956.33,2972.77,2954.23,2961.84,566324.7000000001,okx,ETHUSDT,futures
2024-08-03T03:00:00Z,2961.84,2984.23,2958.0,2982.1,587128.6,okx,ETHUSDT,futures
2024-08-03T04:00:00Z,2982.11,2983.0,2960.94,2965.45,412553.89999999997,okx,ETHUSDT,futures
